Date,NIFTY50,ADANIPORTS.NS,ASIANPAINT.NS,BAJAJFINSV.NS,BAJFINANCE.NS,DIVISLAB.NS,HDFCLIFE.NS,HINDUNILVR.NS,NESTLEIND.NS,POWERGRID.NS,TATACONSUM.NS,GNFC.NS,INDIANB.NS,NIACL.NS,RTNPOWER.NS,HSCL.NS,SPTL.NS,GPPL.NS,CHENNPETRO.NS,AVANTIFEED.NS,GTLINFRA.NS
2018-01-23,11083.7001953125,438.3999938964844,1169.9000244140625,501.4599914550781,1708.699951171875,1101.3499755859375,458.54998779296875,1368.3499755859375,7599.7001953125,146.88754272460938,307.20001220703125,519.0,397.6000061035156,310.1499938964844,7.5,185.60000610351562,75.19999694824219,149.0500030517578,430.70001220703125,845.183349609375,6.199999809265137
2018-01-24,11086.0,448.75,1151.050048828125,501.44500732421875,1739.1500244140625,1102.9000244140625,455.25,1365.9000244140625,7592.89990234375,146.96253967285156,304.25,508.20001220703125,403.1000061035156,312.2749938964844,7.25,181.8000030517578,72.94999694824219,148.3000030517578,428.75,824.933349609375,6.0
2018-01-25,11069.650390625,436.5,1150.449951171875,493.30499267578125,1710.300048828125,1120.300048828125,448.5,1372.75,7490.75,145.72503662109375,304.25,497.75,377.75,317.3500061035156,7.349999904632568,187.1999969482422,74.05000305175781,152.35000610351562,419.6499938964844,812.933349609375,5.900000095367432
2018-01-29,11130.400390625,436.6499938964844,1152.050048828125,491.239990234375,1715.300048828125,1100.4000244140625,445.3500061035156,1397.300048828125,7530.85009765625,145.61253356933594,301.79998779296875,489.1000061035156,369.1499938964844,320.0249938964844,7.25,184.5500030517578,74.05000305175781,150.75,412.79998779296875,792.75,5.800000190734863
2018-01-30,11049.650390625,428.25,1126.699951171875,487.56500244140625,1678.4000244140625,1079.9000244140625,421.8500061035156,1400.25,7455.89990234375,146.21253967285156,304.0,478.70001220703125,368.54998779296875,319.875,7.199999809265137,178.6999969482422,72.9000015258789,147.10000610351562,417.20001220703125,758.2666625976562,6.050000190734863
2018-01-31,11027.7001953125,428.8500061035156,1128.300048828125,481.2349853515625,1677.8499755859375,1039.4000244140625,427.0,1369.3499755859375,7469.14990234375,145.35003662109375,290.6499938964844,480.1499938964844,362.6000061035156,318.57501220703125,7.199999809265137,176.39999389648438,72.8499984741211,144.10000610351562,413.70001220703125,739.0499877929688,5.800000190734863
2018-02-01,11016.900390625,428.75,1153.0,503.8399963378906,1729.449951171875,1043.800048828125,448.25,1371.25,7310.85009765625,146.13754272460938,288.3500061035156,467.29998779296875,353.6000061035156,334.57501220703125,7.050000190734863,182.5,72.75,142.25,406.75,800.183349609375,5.849999904632568
2018-02-02,10760.599609375,417.95001220703125,1137.9000244140625,493.57501220703125,1628.9000244140625,1028.25,442.3999938964844,1372.199951171875,7135.4501953125,144.67503356933594,274.8500061035156,433.75,340.29998779296875,326.5249938964844,6.599999904632568,158.8000030517578,69.0,140.85000610351562,382.8999938964844,784.0499877929688,5.449999809265137
2018-02-05,10666.5498046875,408.20001220703125,1134.0999755859375,491.79998779296875,1604.949951171875,1034.6500244140625,441.70001220703125,1355.75,7134.7001953125,147.37503051757812,273.1000061035156,446.6000061035156,340.1000061035156,343.2250061035156,6.349999904632568,161.64999389648438,70.5999984741211,138.25,377.29998779296875,772.316650390625,5.349999904632568
2018-02-06,10498.25,404.79998779296875,1110.25,490.4599914550781,1662.1500244140625,1003.2000122070312,438.79998779296875,1325.3499755859375,7016.2998046875,146.21253967285156,266.70001220703125,417.1499938964844,327.8500061035156,336.04998779296875,6.050000190734863,147.14999389648438,69.6500015258789,134.10000610351562,362.6499938964844,739.9000244140625,5.400000095367432
2018-02-07,10476.7001953125,407.0,1121.0999755859375,501.2049865722656,1641.6500244140625,1013.25,433.45001220703125,1312.6500244140625,7007.0,146.62503051757812,280.1499938964844,439.6499938964844,330.3500061035156,337.3999938964844,6.300000190734863,156.64999389648438,71.3499984741211,141.39999389648438,369.1499938964844,810.2833251953125,5.599999904632568
2018-02-08,10576.849609375,405.1000061035156,1124.050048828125,505.7250061035156,1662.1500244140625,1029.9000244140625,441.5,1329.550048828125,6986.0,144.90003967285156,280.45001220703125,456.8500061035156,340.45001220703125,345.75,6.400000095367432,161.35000610351562,75.5,146.4499969482422,372.8999938964844,838.3333129882812,5.599999904632568
2018-02-09,10454.9501953125,399.0,1130.75,505.93499755859375,1639.4000244140625,1016.5499877929688,439.54998779296875,1333.050048828125,6969.64990234375,144.90003967285156,278.25,476.79998779296875,339.3999938964844,348.29998779296875,6.400000095367432,164.25,73.55000305175781,145.9499969482422,376.3999938964844,814.6666870117188,5.5
2018-02-12,10539.75,403.3500061035156,1144.4000244140625,523.5449829101562,1643.800048828125,1036.5,441.75,1344.449951171875,7141.89990234375,148.87503051757812,285.1000061035156,488.54998779296875,357.3500061035156,368.75,6.650000095367432,168.85000610351562,73.5,145.75,378.8500061035156,835.5833129882812,5.599999904632568
2018-02-14,10500.900390625,413.0,1139.1500244140625,518.9000244140625,1669.949951171875,1050.699951171875,431.8999938964844,1349.4000244140625,7264.9501953125,146.58753967285156,281.95001220703125,493.75,349.3500061035156,364.04998779296875,6.400000095367432,173.3000030517578,72.8499984741211,151.60000610351562,381.0,804.3666381835938,5.650000095367432
2018-02-15,10545.5,411.70001220703125,1135.449951171875,513.0349731445312,1677.050048828125,1048.0999755859375,432.0,1358.1500244140625,7583.2001953125,148.42503356933594,279.04998779296875,481.79998779296875,345.3500061035156,368.25,6.349999904632568,168.10000610351562,71.5999984741211,147.1999969482422,378.1499938964844,791.5999755859375,5.349999904632568
2018-02-16,10452.2998046875,405.45001220703125,1143.8499755859375,505.82501220703125,1675.25,1045.6500244140625,431.45001220703125,1352.0999755859375,7592.85009765625,146.66253662109375,275.6000061035156,472.1000061035156,336.95001220703125,354.29998779296875,6.199999809265137,165.0500030517578,69.44999694824219,143.60000610351562,368.29998779296875,780.7833251953125,5.300000190734863
2018-02-19,10378.400390625,393.8500061035156,1120.3499755859375,500.07501220703125,1642.699951171875,1016.7999877929688,435.8999938964844,1335.9000244140625,7506.7001953125,145.61253356933594,267.95001220703125,467.5,315.3500061035156,350.45001220703125,6.050000190734863,161.8000030517578,67.5,143.3000030517578,360.29998779296875,763.5333251953125,5.150000095367432
2018-02-20,10360.400390625,394.8999938964844,1126.4000244140625,501.42999267578125,1638.75,1013.9000244140625,434.5,1331.800048828125,7572.64990234375,146.25003051757812,262.8500061035156,463.79998779296875,327.70001220703125,352.6000061035156,6.150000095367432,158.85000610351562,67.69999694824219,142.0,364.5,774.933349609375,5.150000095367432
2018-02-21,10397.4501953125,395.6000061035156,1127.199951171875,497.3450012207031,1596.449951171875,1006.75,449.6000061035156,1330.5999755859375,7597.5498046875,145.46253967285156,266.6000061035156,462.1000061035156,326.45001220703125,352.5,6.050000190734863,157.39999389648438,67.0999984741211,142.6999969482422,358.1499938964844,781.5,5.25
2018-02-22,10382.7001953125,404.0,1118.0999755859375,495.18499755859375,1600.3499755859375,1019.25,450.79998779296875,1326.449951171875,7543.2998046875,142.68753051757812,262.1499938964844,443.8500061035156,319.5,352.3500061035156,6.050000190734863,153.6999969482422,66.75,141.89999389648438,351.04998779296875,770.566650390625,5.099999904632568
2018-02-23,10491.0498046875,406.5,1101.800048828125,501.9649963378906,1633.4000244140625,1050.0999755859375,468.8500061035156,1323.1500244140625,7582.7998046875,144.93753051757812,270.70001220703125,450.0,318.0,352.5,6.099999904632568,160.4499969482422,66.69999694824219,142.25,355.3500061035156,803.5333251953125,5.099999904632568
2018-02-26,10582.599609375,415.04998779296875,1104.800048828125,519.2949829101562,1674.949951171875,1035.3499755859375,468.29998779296875,1333.300048828125,7625.25,147.11253356933594,273.5,447.29998779296875,324.1000061035156,356.45001220703125,6.099999904632568,161.8000030517578,66.9000015258789,144.75,373.8999938964844,818.4666748046875,5.150000095367432
2018-02-27,10554.2998046875,410.45001220703125,1110.3499755859375,512.135009765625,1656.800048828125,1035.550048828125,469.0,1346.3499755859375,7759.9501953125,148.31253051757812,275.0,444.6499938964844,311.6499938964844,358.3500061035156,6.099999904632568,160.25,66.0999984741211,142.4499969482422,369.5,798.566650390625,5.199999809265137
2018-02-28,10492.849609375,408.3500061035156,1117.75,505.1700134277344,1640.25,1025.9000244140625,461.20001220703125,1317.75,7761.64990234375,148.27503967285156,275.5,433.6000061035156,331.1000061035156,355.42498779296875,6.0,160.3000030517578,65.5,142.0,364.70001220703125,799.2999877929688,5.199999809265137
2018-03-01,10458.349609375,406.1000061035156,1118.9000244140625,499.94000244140625,1659.3499755859375,1018.4500122070312,450.95001220703125,1324.25,7849.39990234375,148.05003356933594,274.8500061035156,435.3500061035156,317.25,355.5249938964844,5.949999809265137,157.5,67.30000305175781,141.5,360.04998779296875,810.4833374023438,5.099999904632568
2018-03-05,10358.849609375,403.95001220703125,1105.949951171875,503.7449951171875,1636.949951171875,1012.0999755859375,452.8999938964844,1299.75,7714.0,147.71253967285156,275.6499938964844,428.6000061035156,305.75,351.375,5.800000190734863,156.10000610351562,65.5999984741211,138.0500030517578,356.1000061035156,812.816650390625,4.900000095367432
2018-03-06,10249.25,405.25,1101.5999755859375,498.06500244140625,1637.75,1013.7000122070312,447.3500061035156,1293.199951171875,7688.85009765625,144.86253356933594,274.1499938964844,418.45001220703125,290.20001220703125,335.4750061035156,5.699999809265137,153.1999969482422,64.0,136.1999969482422,353.8999938964844,806.25,4.699999809265137
2018-03-07,10154.2001953125,376.95001220703125,1107.25,483.614990234375,1618.3499755859375,990.7999877929688,437.54998779296875,1293.8499755859375,7704.4501953125,145.01254272460938,268.8999938964844,418.75,283.8999938964844,340.0249938964844,5.449999809265137,147.1999969482422,62.849998474121094,137.5500030517578,343.20001220703125,791.433349609375,4.150000095367432
2018-03-08,10242.650390625,387.95001220703125,1127.5999755859375,486.4599914550781,1628.050048828125,1002.7000122070312,430.54998779296875,1293.1500244140625,7710.0498046875,146.55003356933594,273.3999938964844,411.6000061035156,281.20001220703125,343.375,5.449999809265137,145.60000610351562,61.849998474121094,141.1999969482422,344.3500061035156,776.1666870117188,3.9000000953674316
2018-03-09,10226.849609375,377.8999938964844,1129.0999755859375,496.625,1654.199951171875,998.7000122070312,425.54998779296875,1300.75,7657.35009765625,144.67503356933594,268.3500061035156,402.5,278.45001220703125,341.29998779296875,5.75,147.35000610351562,60.04999923706055,143.3000030517578,341.8500061035156,787.3499755859375,3.1500000953674316
2018-03-12,10421.400390625,386.6000061035156,1131.5,504.0050048828125,1665.25,1013.7999877929688,430.3999938964844,1324.199951171875,7619.0,146.25003051757812,276.04998779296875,406.6499938964844,283.6499938964844,342.6000061035156,5.599999904632568,148.0,60.25,143.1999969482422,347.04998779296875,761.183349609375,2.8499999046325684
2018-03-13,10426.849609375,385.20001220703125,1140.300048828125,509.8399963378906,1680.699951171875,1035.449951171875,441.95001220703125,1320.550048828125,7700.25,146.28753662109375,278.20001220703125,416.79998779296875,293.54998779296875,343.25,5.800000190734863,147.0,60.95000076293945,140.0500030517578,367.75,816.8333129882812,2.5999999046325684
2018-03-14,10410.900390625,382.1000061035156,1137.0,511.1600036621094,1710.0999755859375,1054.8499755859375,445.25,1316.9000244140625,7647.75,145.76254272460938,278.5,426.04998779296875,303.95001220703125,343.82501220703125,5.699999809265137,152.75,60.349998474121094,138.9499969482422,361.75,800.3499755859375,2.8499999046325684
2018-03-15,10360.150390625,382.1499938964844,1160.800048828125,503.45001220703125,1726.25,1084.550048828125,448.6000061035156,1299.949951171875,7719.85009765625,146.10003662109375,279.6000061035156,435.8999938964844,304.6000061035156,343.95001220703125,5.849999904632568,157.1999969482422,61.79999923706055,137.4499969482422,356.6499938964844,790.3333129882812,3.0999999046325684
2018-03-16,10195.150390625,370.5,1122.75,501.135009765625,1687.9000244140625,1087.1500244140625,443.29998779296875,1299.1500244140625,7695.35009765625,144.18753051757812,272.3999938964844,416.79998779296875,306.04998779296875,347.67498779296875,5.699999809265137,156.10000610351562,62.04999923706055,132.25,346.29998779296875,782.0,3.25
2018-03-19,10094.25,364.29998779296875,1102.550048828125,496.3450012207031,1631.8499755859375,1088.0,425.8999938964844,1309.4000244140625,7663.2998046875,145.65003967285156,260.6000061035156,409.3500061035156,293.6499938964844,342.4750061035156,5.599999904632568,151.60000610351562,60.75,132.5,338.6000061035156,765.7166748046875,3.25
2018-03-20,10124.349609375,370.0,1106.5,508.0849914550781,1657.300048828125,1094.4000244140625,422.8500061035156,1313.25,7841.4501953125,146.17503356933594,262.04998779296875,413.0,288.75,339.70001220703125,5.5,150.0500030517578,60.349998474121094,131.5,340.5,765.0166625976562,3.0999999046325684
2018-03-21,10155.25,363.70001220703125,1103.550048828125,513.1500244140625,1704.550048828125,1085.949951171875,422.5,1315.5999755859375,7853.25,145.65003967285156,263.20001220703125,403.8500061035156,290.75,346.2749938964844,5.5,150.0500030517578,60.849998474121094,132.0500030517578,341.0,756.4000244140625,3.049999952316284
2018-03-22,10114.75,358.25,1107.0999755859375,511.9849853515625,1695.5999755859375,1068.800048828125,427.5,1311.8499755859375,7840.75,144.52503967285156,258.8500061035156,396.6000061035156,289.20001220703125,338.1000061035156,5.349999904632568,151.4499969482422,59.79999923706055,135.14999389648438,338.3500061035156,749.4166870117188,2.75
2018-03-23,9998.0498046875,362.3999938964844,1112.6500244140625,512.6699829101562,1685.300048828125,1037.699951171875,429.1499938964844,1301.6500244140625,7793.7998046875,145.68753051757812,257.8999938964844,383.70001220703125,280.8999938964844,331.95001220703125,5.150000095367432,147.9499969482422,57.5,135.35000610351562,322.0,721.75,2.75
2018-03-26,10130.650390625,365.1499938964844,1117.550048828125,515.10498046875,1741.5999755859375,1055.199951171875,437.54998779296875,1324.300048828125,7829.0498046875,146.17503356933594,262.20001220703125,376.1000061035156,292.3500061035156,337.0,5.099999904632568,151.39999389648438,55.70000076293945,139.9499969482422,317.25,727.9000244140625,2.6500000953674316
2018-03-27,10184.150390625,365.5,1131.0999755859375,525.89501953125,1772.449951171875,1087.6500244140625,448.6499938964844,1332.800048828125,8112.7001953125,146.96253967285156,263.79998779296875,373.45001220703125,306.70001220703125,349.57501220703125,5.349999904632568,149.25,58.20000076293945,145.10000610351562,327.54998779296875,731.433349609375,2.5999999046325684
2018-03-28,10113.7001953125,354.1000061035156,1120.4000244140625,517.155029296875,1767.550048828125,1090.199951171875,454.45001220703125,1333.3499755859375,8203.5498046875,144.93753051757812,258.75,363.95001220703125,299.79998779296875,356.42498779296875,5.150000095367432,146.14999389648438,57.5,145.35000610351562,327.3500061035156,744.8833618164062,2.5999999046325684
2018-04-02,10211.7998046875,369.70001220703125,1150.1500244140625,526.739990234375,1818.5999755859375,1090.3499755859375,482.6499938964844,1351.300048828125,8308.9501953125,146.17503356933594,276.95001220703125,388.1499938964844,302.1000061035156,352.125,5.300000190734863,151.39999389648438,59.099998474121094,145.8000030517578,329.95001220703125,795.3499755859375,2.6500000953674316
2018-04-03,10245.0,366.3999938964844,1152.0999755859375,538.1599731445312,1834.25,1109.199951171875,493.6000061035156,1348.4000244140625,8343.9501953125,148.91253662109375,274.79998779296875,389.29998779296875,307.3500061035156,344.8500061035156,5.349999904632568,151.35000610351562,61.849998474121094,143.10000610351562,340.8500061035156,788.5166625976562,2.6500000953674316
2018-04-04,10128.400390625,367.79998779296875,1136.0,522.85498046875,1850.199951171875,1096.75,495.8500061035156,1357.449951171875,8351.0498046875,147.03753662109375,270.25,387.1499938964844,302.8999938964844,339.29998779296875,5.449999809265137,143.0500030517578,60.79999923706055,140.0,332.70001220703125,754.2833251953125,2.5999999046325684
2018-04-05,10325.150390625,375.95001220703125,1142.9000244140625,544.385009765625,1915.5999755859375,1118.699951171875,497.95001220703125,1382.199951171875,8384.25,147.18753051757812,273.0,392.20001220703125,317.29998779296875,338.45001220703125,5.650000095367432,147.64999389648438,62.45000076293945,140.6999969482422,339.79998779296875,763.4500122070312,2.700000047683716
2018-04-06,10331.599609375,379.29998779296875,1143.5,548.4249877929688,1937.5999755859375,1114.25,496.3500061035156,1374.800048828125,8346.9501953125,146.96253967285156,272.70001220703125,397.6499938964844,320.75,339.3500061035156,5.599999904632568,147.0,63.150001525878906,141.9499969482422,343.54998779296875,769.3333129882812,2.799999952316284
2018-04-09,10379.349609375,377.3500061035156,1157.449951171875,556.1300048828125,1944.25,1129.8499755859375,492.0,1391.5999755859375,8382.25,146.88754272460938,277.79998779296875,401.1000061035156,322.0,336.1499938964844,5.599999904632568,149.10000610351562,64.55000305175781,139.60000610351562,355.8999938964844,768.5166625976562,2.9000000953674316
2018-04-10,10402.25,387.25,1156.75,541.2899780273438,1926.050048828125,1143.6500244140625,503.54998779296875,1391.5,8499.099609375,147.71253967285156,275.5,398.79998779296875,324.04998779296875,337.1499938964844,5.550000190734863,148.9499969482422,63.79999923706055,138.10000610351562,350.6499938964844,757.4833374023438,3.0
2018-04-11,10417.150390625,377.8999938964844,1155.8499755859375,542.02001953125,1924.6500244140625,1122.6500244140625,499.75,1409.1500244140625,8476.349609375,147.75003051757812,273.8500061035156,393.6499938964844,319.1000061035156,331.8500061035156,5.599999904632568,148.5,63.099998474121094,138.0,335.04998779296875,755.7666625976562,2.9000000953674316
2018-04-12,10458.650390625,372.3500061035156,1165.199951171875,542.0750122070312,1929.3499755859375,1120.800048828125,499.6000061035156,1412.75,8636.9501953125,147.26254272460938,273.8500061035156,402.54998779296875,316.1499938964844,329.29998779296875,5.400000095367432,145.89999389648438,61.75,139.3000030517578,338.5,746.6666870117188,2.799999952316284
2018-04-13,10480.599609375,383.1000061035156,1162.199951171875,531.6799926757812,1914.3499755859375,1145.5,499.79998779296875,1410.550048828125,8687.5,148.12503051757812,275.5,413.54998779296875,321.04998779296875,333.75,5.349999904632568,145.25,61.25,138.25,336.29998779296875,732.6166381835938,2.75
2018-04-16,10528.349609375,387.5,1178.8499755859375,538.614990234375,1943.300048828125,1173.25,494.75,1419.5,8749.400390625,149.40003967285156,279.6499938964844,411.5,318.8999938964844,331.6000061035156,5.349999904632568,148.35000610351562,60.400001525878906,140.25,338.79998779296875,724.7166748046875,2.75
2018-04-17,10548.7001953125,383.3999938964844,1176.0,542.6099853515625,1935.050048828125,1180.550048828125,491.29998779296875,1445.550048828125,9013.599609375,153.67503356933594,280.95001220703125,413.1499938964844,318.95001220703125,330.875,5.400000095367432,147.5500030517578,61.20000076293945,146.6999969482422,337.5,717.2833251953125,2.700000047683716
2018-04-18,10526.2001953125,384.95001220703125,1172.300048828125,537.1849975585938,1926.8499755859375,1174.9000244140625,493.1499938964844,1450.5,8975.25,153.75003051757812,284.1000061035156,410.95001220703125,306.75,330.07501220703125,5.300000190734863,146.75,60.5,143.14999389648438,331.54998779296875,720.8333129882812,2.5999999046325684
2018-04-19,10565.2998046875,386.54998779296875,1165.0,538.52001953125,1913.300048828125,1179.75,503.5,1454.199951171875,9145.5498046875,156.07504272460938,286.20001220703125,436.79998779296875,311.29998779296875,330.79998779296875,5.349999904632568,146.60000610351562,59.849998474121094,144.5,328.1499938964844,729.3833618164062,2.5
2018-04-20,10564.0498046875,381.1499938964844,1159.3499755859375,528.635009765625,1880.4000244140625,1194.25,495.6499938964844,1467.800048828125,9162.0,155.40003967285156,286.29998779296875,445.5,302.6499938964844,330.125,5.349999904632568,146.75,58.900001525878906,142.1999969482422,327.04998779296875,785.683349609375,2.450000047683716
2018-04-23,10584.7001953125,386.3500061035156,1178.699951171875,529.4000244140625,1899.3499755859375,1178.449951171875,493.6000061035156,1452.75,8905.349609375,155.10003662109375,283.6000061035156,429.79998779296875,309.3500061035156,332.95001220703125,5.349999904632568,148.3000030517578,58.04999923706055,140.64999389648438,330.75,788.2666625976562,2.5
2018-04-24,10614.349609375,392.25,1170.0999755859375,542.7650146484375,1917.800048828125,1178.25,499.54998779296875,1459.6500244140625,8822.0498046875,154.83753967285156,283.1499938964844,460.70001220703125,308.1000061035156,339.7250061035156,5.199999809265137,151.60000610351562,58.25,142.25,329.95001220703125,797.5999755859375,2.4000000953674316
2018-04-25,10570.5498046875,391.8999938964844,1163.050048828125,543.4299926757812,1899.8499755859375,1160.8499755859375,510.6000061035156,1459.199951171875,8734.5498046875,155.51254272460938,289.1000061035156,449.45001220703125,305.54998779296875,338.29998779296875,5.199999809265137,148.89999389648438,56.650001525878906,141.1999969482422,322.75,820.4500122070312,2.299999952316284
2018-04-26,10617.7998046875,397.1000061035156,1155.699951171875,533.9249877929688,1892.0999755859375,1171.25,533.0499877929688,1491.25,9042.9501953125,155.25003051757812,291.20001220703125,454.79998779296875,311.95001220703125,332.79998779296875,5.199999809265137,150.14999389648438,55.0,148.6999969482422,319.6000061035156,831.1166381835938,2.200000047683716
2018-04-27,10692.2998046875,402.45001220703125,1181.5999755859375,543.5250244140625,1901.1500244140625,1188.699951171875,519.1500244140625,1473.949951171875,9061.7001953125,155.92503356933594,292.1000061035156,454.6499938964844,314.04998779296875,331.82501220703125,5.199999809265137,147.5500030517578,54.20000076293945,149.9499969482422,319.3500061035156,828.7999877929688,2.0999999046325684
2018-04-30,10739.349609375,407.29998779296875,1201.699951171875,548.260009765625,1907.699951171875,1197.5,518.0499877929688,1508.9000244140625,9396.5498046875,155.88754272460938,297.54998779296875,476.45001220703125,321.5,331.3999938964844,5.099999904632568,147.5,53.75,148.3000030517578,321.04998779296875,827.6333618164062,2.0
2018-05-02,10718.0498046875,401.1000061035156,1222.300048828125,543.6900024414062,1905.0999755859375,1188.800048828125,509.95001220703125,1471.949951171875,9201.25,153.86253356933594,292.75,455.1000061035156,307.0,331.7749938964844,4.900000095367432,144.5,51.95000076293945,146.1999969482422,311.3500061035156,804.2833251953125,2.0
2018-05-03,10679.650390625,397.0,1206.75,540.2050170898438,1874.300048828125,1198.3499755859375,496.0,1452.199951171875,9098.650390625,154.83753967285156,286.6499938964844,464.3999938964844,311.75,332.8999938964844,4.699999809265137,141.9499969482422,51.150001525878906,144.1999969482422,299.79998779296875,786.5,2.049999952316284
2018-05-04,10618.25,408.25,1190.449951171875,534.8049926757812,1857.4000244140625,1191.949951171875,500.3500061035156,1464.199951171875,9111.400390625,155.55003356933594,287.79998779296875,468.3999938964844,310.0,331.625,5.050000190734863,135.3000030517578,51.099998474121094,144.0500030517578,297.6499938964844,802.5499877929688,2.1500000953674316
